nome_filme,autor_comentario,nota_comentario,conteudo_comentario
Hotel Transilvânia,Um visitante,3.5,"Uma nova aparição de Drácula no cinema foi bem divertida.""Hotel Transilvânia"" é um dos melhores trabalhos em que Adam Sanlder se envolve nos últimos anos.É uma animação bem produzida,com ótimos personagens.Em tempos de ""Frankenweenie"" e ""Paranorman"" vimos que as animações estão tomando um rumo diferente.27/10/2016 - 7/10"
A Era do Gelo 3,apenasumr,3.0,A era do gelo 3 foi tão bom quanto o primeiro recomendo.
A Era do Gelo 3,Camilla M.,3.0,"Quando se trata de continuação a nossa primeira atitude é comparar com os antigos, sendo assim: eu prefiros os antigos, até porque quem geralmente dava a graça em ""A Era do Gelo"" era o Sid e ele quase não aparece junto com o grupo, ele meio que teve a sua história a parte assim como o esquilo (que ninguém sabe o nome). Mas em um contexto geral o longa até que saiu bem porque, apesar das mudanças, a história ficou mais original."
A Era do Gelo 3,Ronaldo B.,5.0,Sem duvida o melhor filme da franquia. O mais engraçado e com os melhores efeitos 3D.
A Era do Gelo 3,Diegoprs,4.5,"A série começou ótima, deu uma leve caída no segundo filme, mas voltou com tudo no terceiro. Divertidíssimo, não só para crianças."
A Era do Gelo 3,Rafael B.,5.0,"Um dos melhores filmes da franquia ""A Era do Gelo"". Lançado na época em q a franquia era boa, pois pra mim a franquia ""morreu"" no quarto filme."
A Era do Gelo 3,jhonyborba,2.0,"manteve um bom nível dos outros, mas não é o melhor"
A Era do Gelo 3,Sidney,3.5,"Continua sendo um bom filme, mas acho que caiu um pouco de qualidade. Recomendo."
A Era do Gelo 3,Vinícius d,4.5,"O mais engraçado dos três primeiros da série, novamente a preguiça Sid aprontando agora todo mundo atrás da preguiça que se perde. Surge a doninha louca. Filme inspirado nos dinossauros. Diversão para criançada"
A Era do Gelo 3,Vinipassos,4.0,"O filme conseguiu seguir uma lógica muito interessante em relação aos anteriores.O primeiro: Só gelo. Segundo: Degelo. Terceiro: Sem gelo.A saga dos personagens na floresta é muito divertida, o novo personagem, Buck é muito engraçado e divertido, ele de certa forma guia a aventura, e foi muito bem feito. É uma grande série, e esse filme só vem a acrescentar a ela. Os gambás tbm foram muito bem aproveitados.Ao contrário do segundo, esse filme tem um vilão real, oq o deixa muito mais legal de ser ver.A trama é muito boa e o roteiro tbm é bom."
A Era do Gelo 3,Anderson B.,3.5,"Esse terceiro filme teve o pior enredo até agora deixando o tema ""Era do Gelo"" e querendo fazer a ""Era dos Dinossauros"" e também tendo o foco o resgate de um dos personagens que é mais batido que carne de segunda pra ficar macia...O que ainda salvou no filme foi o Scrat que finalmente esqueceu um pouco a Noz por uma esquila, fazendo que nas cenas que ele aparecia eu dar altas risadas. Pior dos 3 até agora mais nem por isso pode se dizer que foi um filme ruim...apenas os outros foram melhores."
A Era do Gelo 3,Jhonathan C.,4.5,"Desta vez a franquia saiu um pouco do gelo para se aventurar numa floresta. Deixou a animação muito boa, gostosa de se assistir. Os personagens foram muito bem executados, trazendo também, em certos momentos um pequeno humor, especialmente os personagens Sid e Scrat (que nem precisa falar para arrancar gargalhadas)."
A Era do Gelo 3,Estevan Magno,3.0,"A série voltou com tudo depois de um fracasso no segundo filme. Os dinossauros ficaram ótimos nesta animação, teve um personagem novo muito engraçado e que não podia ter saído da série pois assim ficou muito chato o quarto filme. Os personagens estão em seu ápice no neste terceiro filme, muito engraçados e mais fieis uns aos outros do que nunca. Muito legal o esquilo ter arranjado sua ""alma gemea"" :)"
A Era do Gelo 3,Neto S.,3.5,"Bem A Era do Gelo Foge Do Roteiro Original Tirando Era do Gelo Pra Por Era do Dinossauros Mesmo o Filme Sendo O Mais Fraco da Quadrilogia o Filme Continua Bom , Com Boas Partes Engraçadas Principalmente com o Personagen Novo Buck Deu o Humor Pro Filme Pra Mim Essa Nova Animaçao Fico Bom Mais eu Achei Que Dava Pra Melhorar Mesmo Com Lado de Ter Esqueçido Era do Gelo Pra Era dos Dinossauros Dou Nota 8.8"
A Era do Gelo 3,Fernando Schiavi,5.0,"Excelente! Sem dúvida o melhor dessa primeira trilogia. É importante frisar que ao contrário de várias franquias do cinema, A Era do Gelo foi melhorando a cada filme. O talentosíssimo diretor brasileiro Carlos Saldanha mostra que é um dos melhores no que fazem, um dos craques da animação do cinema mundial, sabendo nesta terceira parte apresentar uma história com asmesmas características das anteriores porém muito melhores. O roteiro escrito a oito mãos por Michael Berg, Peter Ackerman, Mike Reiss e Yoni Brenner trouxe uma fase mais madura dos personagens em mais uma aventura cheia de ação e emoção num ambiente diferente dos outros filmes.Neste filme vemos Manny e Ellie que estão esperando um bebê, enquanto isso Sid acha alguns ovos de dinossauros que pensava estarem abandonados e os pegou para serem seus filhotes. Já Diego acahava que ao ver Manny com sua própria família seria melhor se afastar e deixar a vida pacata que viviam para novas aventuras sozinho. Mas tudo muda quando a mãe tiranossauro vai atrás de Sid que estava com seus bebês e acaba levando todos para um mundo subterrâneo. Lá os amigos descobrem que os dinossauros que eles pensavam estar extintos viviam em um vasto mundo subterrâneo habitado por várias raças de dinossauros e algumas delas perigosas. Lá os amigos Diego, Manny, Ellie e seus irmãos de criação esquilos arriscam suas próprias vidas e a gravidez de Ellie para resgatar Sid. Contam ainda com a ajuda de Buck, uma doninha que vive há muito tempo neste mundo subterrâneo e os ajudam na busca pelos perigosos locais deste novo mundo. Paralelamnete Scrat divide a atenção de sua noz com seu interesse romântico e rende cenas hilárias.Interessante como Carlos Saldanha consegue abordar o amadurecimento dos relacionamentos, ao kostrar Manny tendo filhotes e cada um tendo que seguir com sua própria vida. Ao mesmo tempo mostra mais uma vez a questão da amizade, o carinho com que todos são unidos em meio a mias uma agrande aventura. O filme ainda contém algumas citações (desenho do Coiote e Papa-Léguas na cena da queda do Scrat do penhasco, do filme O Virgem de 40 anos, cenas ao estilo Spielberg em Parque dos Dinossauros nos closes dados e em planos dos dinossauros, o grito ""Yabadabadu"" remetendo aos Flintstones que viviam na época dos também protagonistas desse filme, os dinossauros, além de várias outra). Este filme nos traz um, clima constante de humor e momentos emocionantes com maior frequência e nos momentos mais apropriados. Podemos citar aqui: a tentativa de resgate dos ovos por Sid penhasco de gelo abaixo, a impagável cena do parto de Ellie acompanhada de Diego em uma cena hilária e muito bem planejada pelos roteiristas, a cena em que Sid discute sobre o modo de alimentar os pequenos dinossauros em uma autentica discussão de ""pai e mãe"", a cena em câmera lenta de Diego correndo atrás do cervo feita especialmente para o 3D, a cena em que as vozes são alteradas como se fosse gás hélio e quase todos morrem de tanto rir, as teorias de Buck para o que ocorreu entre Sid e o dinossauro ao ver a ver a comida espalhada no chão perto das árvores, toda a sucessão genial de cenas da última meia hora que não perdem o ritmo e finalizam a aventura com maestria, além de muiras outras.Importante destacar também a complexidade gráfica desta obra, onde teve que ser criado um novo mundo inteiro com novos cenários, praticamente um filme dentro do outro. Os gráficos estão impecáveis e em 3D o espetáculo fica ainda mais evidente. Mais uma vez vemos uma grande trilha sonora de John Powell embalando a aventura e o drama com maestria.Um filme que mantém as lições de vida, de moral , aventura, e muito humor, que soube beber de fontes seguras e que mostra o talento de Saldanha, orgulhando muito os brasileiros com seu talento nato. O filme ainda não cedeu a tentação de se repetir e cair nas próprias armadilhas de sua fórmula, quando poderia ter excedido em todos os aspectos. Felizmente isso não ocorreu. Um filme mais uma vez para toda a família, diversão garantida. os adultos vão gostar tanto quanto as crianças. Filmaço divertidíssimo, entretenimento puro e perfeito!"
A Era do Gelo 3,silva m.,5.0,é o melhor da era do gelo por enquanto muito engraçado.nota:5.0
A Era do Gelo 3,Felipe O.,3.0,"Esse foi o melhor filme dos 3 A era do gelo, principalmente pelo formato 3D que deixou o filme mais emocionante , os personagens mais queridos das telinhas embarcaram em uma nova aventura em um mundo que eles nãos sabiam que existiam , agora não vivendo mais no gelo como antes e com alguns  personagens novos e com a namoradinha do scrat esse filme trouxe uma alegria maior para o publico com a chegada da amora filha do Manny e da Ellie que eles vão em uma  missão de salvar o Sid que foi levado por um dinossauro após Sid roubar os ovos de dinossauros ."
A Era do Gelo 3,Rogerio_ruts,5.0,"O Melhor da franquia, Carlos Saldanha deu um Show! Obs.: A Blue Sky está numa ascendente com filmes cada vez melhores enquanto a Dreamworks está numa queda(na minha opinião!)"
A Era do Gelo 3,Um visitante,2.0,"Esse terceiro filme é o mais fraco da franquia.Vivemos ""A Era dos Dinossauros"",algo reciclado dos outros dois últimos filmes.A história começa a cansar nesse terceiro filme.Talvez o estúdio teria optado apenas por acumular um ótimo faturamento.As piadas começam a falhar,salva-se apenas a dinâmica da turma,que agora está maior.É um prato cheio para um programa infantil.Caso contrário,a historia não funciona.-Nota 4/10"
A Era do Gelo 3,Filipe,2.5,"haha. mto bom. extremamente engraçado, leve e divertido. tipo de filme para toda a familia eskecer todos os problemas e dar muitas gargalhadas sem parar. roteiro sagaz, qualidade de animação excelente, personagens carismáticos e humor muito afiado. mantem a qualidade dos otros filme da serie. mto bom."
A Era do Gelo 3,Maria Eduarda Gretter,5.0,"O melhor da sequência toda, a aparição do Buck é o charme do filme. Não cansa, não importa quantas vezes você assista, sempre tem graça."
Megamente,Felipe F.,4.0,"Animação que traz em tela a questão de que o vilão, não vive sem o herói, como dito em Batman - O Cavaleiro das Trevas pelo Coringa, ao morcegão: ""Eu não quero matar você, o que seria de mim sem você?"".A animação traz justamente isso, de uma forma muito coesa, divertida e que nos encanta. Pra quem é fã desse universo de super-heróis, vai se deliciar com o filme. Muito bom."
Megamente,Thiago P.,5.0,"Já faz muito tempo que filmes de animação deixaram de ser coisa de criança. Desde ""O Rei Leão"", e depois dele ""Procurando Nemo"", que somos brindados com animações cada vez mais bem feitas, com roteiros bem elaborados e um humor feito não só para agradar crianças, mas também os adultos. Isso é mais do que comprovado em ""Megamente"", animação de 2010 que conta a história do personagem-título, um ser cabeçudo e azul que é enviado à Terra ainda criança, após a destruição de seu planeta. Para o seu azar, sua nave cai em uma prisão, e ele tem sua personalidade moldada pelos criminosos com quem ele convive. Metro Man (voz de Brad Pitt no original) vem para a Terra junto dele, mas tem a sorte de sua nave cair em uma mansão, e ele passa a ser cuidado por uma família rica e bem-educada.Megamente e Metro Man passam a nutrir uma rivalidade desde crianças, quando já na escola competiam por atenção: Megamente era o mais inteligente, mas tinha azar. Já seu algoz era o mais forte, e conquistava as professoras e as alunas, deixando-o cada vez mais humilhado. O tempo passa, e a rivalidade aumenta. Metro Man se torna o herói de Metro City, enquanto Megamente usa seu cérebro avantajado bolando planos mirabolantes para destruir seu inimigo.Diferentemente das outras histórias de super-heróis, aqui o protagonista é o vilão, um ser azarado, carismático e engraçado, que apesar de ser ""do mal"" nunca consegue meter medo de verdade. Já Metro Man é o herói canastrão, orgulhoso, cheio de si, praticamente o Superman. Esse, por sinal, é o grande homenageado do filme. Desde a viagem para a Terra depois da destruição de um planeta, passando pelo rosto e a personalidade de Metro Man, até o nome da cidade, Metro City, a qual Megamente insiste em chamar de Metrócity, uma clara alusão a Metrópolis, a cidade do Homem-de-Aço.Existe entre os dois inimigos mortais a figura feminina frágil: Roxanne Ritchie (na dublagem brasileira, virou Rosana Rocha), a repórter que sempre cai nas garras do vilão e precisa ser salva pelo herói (olha aí a representação da Lois Lane). Ela tem um assistente, Hal, um cinegrafista atrapalhado que desempenhará um papel importante na trama.Voltando à história: durante a inauguração do Memorial Metro Man, Roxanne é sequestrada e o herói precisa salvá-la. Mas acontece o que ninguém esperava, nem mesmo Megamente: Metro Man cai na armadilha e é destruído. Megamente tem, então, toda a cidade para ele. No começo ele aproveita como pode o status de todo-poderoso de Metro City, mas passado algum tempo ele começa a sentir falta de um inimigo, alguém com quem competir, alguém com quem lutar. Ao passo que começa a se apaixonar por Rosana, conquistando-a usando uma identidade falsa.""Megamente"" como animação é muito bem feito, seja no desenho perfeito da cidade, seja na criação dos personagens; visualmente bem encaixado, sem parecer artificial ou exagerado demais. O desenrolar da trama também merece os parabéns, pois carrega muito bem os diálogos e o humor, desenvolvendo a história de maneira envolvente e engraçada. As tiradas de Megamente e de seu assistente são hilárias, nunca soando forçadas ou despropositadas. O filme nunca perde o ritmo, nunca se torna monótono. Pelo contrário. O filme passa de maneira tão natural e intensa que nem percebemos o passar do tempo.A trilha sonora é outro ponto alto da obra. Desde Guns n'Roses, passando por AC/DC, Ozzy Osbourne e encerrando com Michael Jackson, as músicas se encaixam perfeitamente ao filme.""Megamente"" é um filme para toda a família. Tem todos os pontos fortes que uma boa animação precisa ter. Personagens carismáticos, um clima alegre, piadas bem boladas e um ritmo intenso. Enfim, um conteúdo. Uma grata surpresa, se considerarmos muitas animações sem conteúdo lançadas nos últimos anos apenas para encher os cofres dos estúdios e vender produtos licenciados.Acesse essa e outras críticas em cineabsoluto.blogspot.com"
