nome_filme,autor_comentario,nota_comentario,conteudo_comentario,criticas_autor,seguidores_autor
Wall-E,Leandro.o,4.5,"Uma animação que trás uma história encantadora e apaixonante, a forma que eles apresentam o personagem principal é algo que cativa pois ele é super carismático em cada momento e também a química entre Wall-e e Eva os personagens principais é muito boa e é conduzida de uma maneira muito inteligente deixando o primeiro espaço do filme apenas para esses dois personagens e trabalhar eles para o espectador os conhecerem e criar afeição e funciona de maneira sensacional criando afeto por ambos entrando assim ainda mais dentro dessa história,a computação gráfica também é feita de forma muito boa o roteiro que faz um balanço muito bom entre a comédia e o drama mas sempre na medida certa e tudo isso contribuí para que essa animação seja uma das melhores do cinema conquistando público de qualquer idade.",78.0,7.0
Hotel Transilvânia,Yuri,4.5,Ótimo filme de animação com uma história muito bem elaborada e engraçada. Vale muito a pena assistir.,475.0,63.0
Hotel Transilvânia,J.Marques,5.0,"Excelente roteiro, personagens muito bem trabalhadas e com uma boa dose de humor.Se animação deve agradar a baixinhos e altinhos, Hotel Transilvânia cumpriu bem essa missão.O filme uniu o clássico com o novo e até mesmo com o universo adolescente.Quem não gosta de um filme assim né?Recomendo a todos que apreciam a um bom e inteligente filme.",13.0,11.0
Hotel Transilvânia,Phelipe V.,2.5,"Não dá pra falar de Hotel Transilvânia sem falar de sua dublagem nacional catastrófica, cheia de gags adaptadas que deixam a obra ridicula e forçada. Qualquer pessoa com um mínimo de discernimento vai perceber o quão falsas elas são no meio desses diálogos.Dito isso, tenho que dar o braço a torcer: o filme realmente, fora essas coisas adaptadas, tem alguns momentos muito bons, e piadas engraçadíssimas. Porém, peca em diversos outros quesitos. O casal que tentam enfiar na guela não funciona NOT AT ALL, e, até para uma animação, falta química ali. Ou talvez nem tenha faltado a química, o desenvolvimento pode ter sido precário mesmo. O que prejudicou, e bastante, o resultado final.Relevando o desastroso casal romântico, Conde Drácula é um personagem que segura a obra por completo, e inclusive na forma como apresenta os outros monstros, se destaca. Mesmo que seus coadjuvantes sejam fortes e pontuais, o principal ponto, que é ele, nunca é deixado de lado no roteiro (diante da falta de carisma do protagonista jovem do longa).E embora tenha esses pontos positivos, bastante coisa vai por água abaixo quando o filme entra em seu arco final, e os roteiristas se mostram absolutamente preguiçosos, preferindo saídas fáceis e soluções descabidas, além de nunca, jamais, em momento algum, fugir de algum tipo de clichê, e, inclusive, evidenciando todos eles.Hotel Transilvânia, com um ritmo aceleradíssimo durante todo o tempo, é um filme que diverte, e serve apenas pra isso mesmo: breve momento de descontração. Sendo assim, uma animação bastante desnecessária, que prometia muito - com essa premissa excelente -, e acaba entregando beeeem pouco.",204.0,505.0
Hotel Transilvânia,Everton C,3.0,"Mais uma tentativa Sony Pictures Imageworks INC. de ingressar ao lucrativo mercado de animações.""Hotel Transilvânia"" agrada ao público infantil com personagens simpáticos, agora para as crianças ""grandes"" sem o humor acido de algumas produções recentes, ""Hotel Transilvânia"" parte da premissa do pai super protetor (Drácula) que tenta de todas as formas impedir que sua filha adolescente conheça o mundo fora do castelo.",10.0,11.0
Hotel Transilvânia,taianesales,0.5,"Como tem espaço pra todas as opiniões nas críticas, vou dizer a minha. Achei o filme ruim. Sou bem exigente quando se trata de animação, e eu espero sempre que o roteirista não confie somente na animação em si e nos efeitos, mas que faça algo inteligente e diferente no enredo, e simplesmente não teve isso. Eu me animei quando vi o trailer, mas vi o filme e me arrependi... Fora a dublagem. Evito ao máximo assistir a filme dublado, porque os dubladores brasileiros ganham tanto a ""confiança"" da crítica e do público que se sentem donos do negócio, sempre prefiro o original. Mas em animação não tem como fugir, só disponibilizam dublado. Eu nem acreditei em algumas traduções que fizeram, mas a dublagem brasileira é sempre assim. Acho que precisa de riso fácil com piadas já vistas antes e pouca exigência com roteiro pra gostar...",3.0,6.0
Hotel Transilvânia,Beatriz I.,2.0,"Sou uma amante da animação e por este motivo sou muito exigente quanto aos filmes do gênero, assisti ao filme legendado, com boas expectativas, mas me decepcionei logo nos primeiros 15 minutos. A história começa bem mas fica muito fraca no decorrer da história. Os personagens são convencidos muito facilmente por qualquer coisa: 
spoiler: 
como aconteceu com a Mavis quando foi a vila pela primeira vez, aos outros monstros no final quando o Drácula se desculpa com todos eles pelo ocorrido e quando eles se revelam aos humanos e TODOS aceitam numa boa e os ajudam sem nem saber o que estava acontecendo.
 O filme é engraçado, tem um visual, gráficos e personagens que gostei muito, mas fica restrito à crianças pequenas que assistem um filme e depois nem lembram que o viu, não tem uma cena marcante. Ficou a desejar, sem aquele gostinho de quero mais. Somente mais uma animação.",4.0,9.0
Hotel Transilvânia,Jackson A L,5.0,"Filme divertidíssimo e encantador. Não só para as crianças, mas à todos. Muito bons esses filmes que sempre trazem uma mensagem legal. Vale a pena a diversão.",1204.0,13406.0
Hotel Transilvânia,Estevan Magno,2.0,"Achei fraquinha, com uma história fraca e diálogos também. Mas em compensação são personagens cativantes e algumas cenas são proveitosas. Mas muitas vezes o filme se contradiz:, como por exemplo; o momento em que o garoto entra no castelo e o drácula não o quer ali, nisso o garoto começa a perceber que aquilo é um Hotel para monstros e se assusta querendo assim sair do local, mas o drácula não deixa, o que é estranho pois a 2 minutos ele queria que o garoto fosse embora. Bem, não é o pior que já vi, mas também não é o melhor.",490.0,5225.0
Hotel Transilvânia,Almir S.,3.0,"BOM. No ínicio o filme pode assustar os mais pequenos,mas com o passar do longa, as crianças vão se acostumando.  O roteiro é bacaninha e serve de lição para os pais muito apegados aos seus filhos.",214.0,301.0
Hotel Transilvânia,Maria Eduarda Gretter,4.5,"Legal demais, a história de um pai super protetor que tem que enfrentar o começo da liberdade da filha e pior, com um namorado agora. O filme é engraçado, possui um elenco muito bacana. Vale a pena assistir.",89.0,5.0
Hotel Transilvânia,Ricardo L.,4.0,"Muito boa animação! Divertida, com uma boa dose horror, claro que tudo na medida animalesca, roteiro é bacana e entreter bem. diversão garantida.",3053.0,62543.0
Hotel Transilvânia,Neto S.,3.0,"O Hotel Transilvânia é um resort cinco estrelas que serve de refúgio para que os monstros possam descansar do árduo trabalho de perseguir e assustar os humanos. O local é comandado pelo Conde Drácula (Adam Sandler), que resolve convidar os amigos para comemorar, ao longo de um fim de semana, o 118º aniversário de sua filha Mavis (Selena Gomez). O que ele não esperava era que Jonathan (Adam Samberg), um humano sem noção, fosse aparecer no local justo quando o hotel está repleto de convidados e, ainda por cima, se apaixonasse por Mavis. Animaçao Muito Bacana e Divertida Vale Apena Nota 7.8",773.0,30281.0
Hotel Transilvânia,B.Boy Jc,2.0,"Uma mistura de chatinho com algumas partes divertidas... No geral não me cativou. Parte final melhora um pouco, mas não salva o filme. Infelizmente não rolou pra mim. Fraco!",761.0,2931.0
Hotel Transilvânia,Thales H.,4.0,Não gosto muito de animações da Sony. Comparadas com animações da Disney e da Pixar são bem simples. Mas essa aqui é bem executada.,100.0,34.0
Hotel Transilvânia,Sandro P.,3.0,"Boa diversão! Começa bem interessante e engraçado, mas vai perdendo o ritmo da metade para o final. Tinha potencial para mais...",572.0,7453.0
Hotel Transilvânia,Rômulo L,4.0,Esta animação transmitiu uma mensagem positiva que sendo um pai super protetor e excessivo demais acaba prejudicando no desenvolvimento da criança e acaba atrapalhando na futura decisão e até na escolha de projeto.,261.0,244.0
Hotel Transilvânia,danilo s,5.0,Divertida animação que se ganhar o oscar vai ser merecido (assim como valente e paranorman) destaco a dublagem brasileira que deu um show.,293.0,1084.0
Hotel Transilvânia,Daniel Novaes,4.0,Muito bacana para todas as idades.  leve e divertido.,849.0,7683.0
Hotel Transilvânia,Hugo D.,3.0,"Uma boa animação com sacadas bacanas de como vivem os ""humanos"" e o que os ""diferentes"" fazem para se proteger e conseguir viver numa boa. Tem muita piada boa, história de amor, amizade e cuidado paterno.",318.0,1879.0
Hotel Transilvânia,Um visitante,3.5,"Uma nova aparição de Drácula no cinema foi bem divertida.""Hotel Transilvânia"" é um dos melhores trabalhos em que Adam Sanlder se envolve nos últimos anos.É uma animação bem produzida,com ótimos personagens.Em tempos de ""Frankenweenie"" e ""Paranorman"" vimos que as animações estão tomando um rumo diferente.27/10/2016 - 7/10",,
Hotel Transilvânia,Eduardo F.,5.0,"Ta ai um desenho animado pra todas as idades! não tem teor adulto, o filme é realmente do gênero infantil, mas é engraçado ao ponto de agradar aos mais velhos, o contraste da comédia com o clima sombrio do hotel do Conde Drácula frequentado por monstros fica muito bom, e ver um Drácula cômico e amoroso com sua filhinha também fica muito legal.",157.0,180.0
Hotel Transilvânia,Magnun C,2.5,"É um filme bom, ""legalzinho"" pra assistir, quando se não tem nada pra fazer, mas não chega nem perto de outras animações ja realizadas. O que mais faltou na minha opinião, foi a elaboração da estória, ficou pobre e mal desenvolvida, os personagens são interessantes, não são tão cativantes. Resumindo, foi uma ótima ideia com um aproveitamento mediano.",5.0,21.0
Hotel Transilvânia,Igor Ribeiro,3.5,"Eu gostei do filme! Bem engraçado,e divertido. Um bom filme para toda a familia. Quando eu fui assistir esse filme em 3D no cinema,a sala estava lotada,a maioria eram adultos. Na minha opinião,hoje em dia os adultos gostam dos filmes de animação,mais do que os filmes de adultos com atores reais.Mas uma coisa que não gostei muito desse filme, é que ele não teve tantas piadas bem elaboradas. Muitas são bem infantis, que fazem as crianças rir mais do que o resto. E algumas piadas são bem forçadas, com gritos, coisas voando e caindo, e etc. O filme é bom, mas podia ter sido melhor.",7.0,20.0
Hotel Transilvânia,Jhonathan C.,4.0,"Uma divertida animação. Claro que as vezes o roteiro se leva por si só, mas conseguiu agradar a muitos. Analiso muito as animações, e essa me agradou mesmo. Uma história simples e bacana, de um pai (Drácula) querendo proteger sua filha do mundo à fora. Além de alguns musicais imperdíveis.",415.0,3306.0
Hotel Transilvânia,Ronaldo B.,4.0,"Muito Agradável esse filme! É aquele filme de animação que irá divertir todos que forem ao cinemas assistir, independente da idade que tem... Bem engraçado, mas mais uma vez um filme de animação com NENHUM efeito 3D. É chato isso, você paga mais caro pra ver um filme, é cansativo ficar quase duas horas com um óculos e ainda não acontece nenhum efeito interessante...  E Como o AdoroCinema deu a critica de 5 ESTRELAS o que é muito raro acontecer, pensei que seria um filme muito bom, assim como ""Batman -  O Cavaleiro das Trevas Ressurge"" que esse sim, é digno de 5 estrelas, ""Hotel Transilvânia"" conseguiu 4 estrelas de mim, pela sua ótima comédia animada, e que com certeza agradará todos. Mas não é a melhor animação de 2012, a sala do cinema estava lotada mas as crianças não riem tanto quanto riram em ""Madagascar 3 - Os procurados"" . Mas é um ótimo filme!",232.0,451.0
